paper_slug,paper_title,level,year,session,section_type,section_title,question_group,question_no,sort_order,prompt,passage,transcript,option_1,option_2,option_3,option_4,answer,explanation,explanation_zh,score,source_question_no,paper_description,source_label,paper_tags,is_published
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,11,11,それは誰かの<u>___</u><u>めいれい</u><u>___</u>ですか。,,,命例,命令,企 例,企令,2,"(11)正解:2解析:那是谁的命令?
1.命例:干扰项                                                     2.命 令 ( め い れ い )  : 命 令 , 指 挥
3.企例:干扰项                                                    4.企令:干扰项","(11)正解:2解析:那是谁的命令?
1.命例:干扰项                                                     2.命 令 ( め い れ い )  : 命 令 , 指 挥
3.企例:干扰项                                                    4.企令:干扰项",1,11,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,12,12,銀行ヘお金を<u>___</u><u>あずけ</u><u>___</u> に行ってきます。,,,預け,借け,替 け,貯け,1,"(12)正解:1解析:我去银行存钱。
1 . 預け(あずけ) : 寄存,寄放                                   2.借 け : 干 扰 项
3.替 け : 干 扰 项                                                        4 . 貯け:干扰项","(12)正解:1解析:我去银行存钱。
1 . 預け(あずけ) : 寄存,寄放                                   2.借 け : 干 扰 项
3.替 け : 干 扰 项                                                        4 . 貯け:干扰项",1,12,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,13,13,テストの点数が <u>___</u><u>よそう</u><u>___</u>以上によかった。,,,予習,予測,予想,予定,3,"(13)正解:3解析:考试分数比预料的好。
1 . 予習(よしゅう) :预习                                      2.予測(よそく):预测
3.予想(よそう):预料,预测                                  4.予 定 ( よ て い ) : 预 定 ; 计 划","(13)正解:3解析:考试分数比预料的好。
1 . 予習(よしゅう) :预习                                      2.予測(よそく):预测
3.予想(よそう):预料,预测                                  4.予 定 ( よ て い ) : 预 定 ; 计 划",1,13,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,14,14,これはとても<u>こうか</u>な  ものだ。,,,高値,高費,降給,高価,4,"(14)正解:4解析:这是很贵的东西。
1.高 値 ( た か ね ) : 高 价 , 昂 贵                                       2.高費:干扰项
3.高 給 ( こ う き ゅう):  高  薪                                     4.高 価 ( こ う か ) : 高 价 , 大 价 钱
問 題  3","(14)正解:4解析:这是很贵的东西。
1.高 値 ( た か ね ) : 高 价 , 昂 贵                                       2.高費:干扰项
3.高 給 ( こ う き ゅう):  高  薪                                     4.高 価 ( こ う か ) : 高 价 , 大 价 钱
問 題  3",1,14,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,15,15,会社に帰ったら、今回の出張の()をしなければならない。,,,発言,報告,講演,応答,2,"(15)正解:2解析:一 回到公司,就必须就这次出差进行汇报。
1.発言:发言                                                    2.報告:报告,汇报
3.講演:讲演,讲话；演说,演讲                                4.応答:应答,应对","(15)正解:2解析:一 回到公司,就必须就这次出差进行汇报。
1.発言:发言                                                    2.報告:报告,汇报
3.講演:讲演,讲话；演说,演讲                                4.応答:应答,应对",1,15,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,16,16,試合を見ていた人にテニスボールが(   )。,,,なぐった,うつった,あたった,うった,3,"(16)正解:3解析:网球砸到了正在看比赛的人。
1 . なぐった(殴る):殴打,打,揍                             2. うつった(映る) : 映 射
3 . あたった(当たる):撞上,碰上                             4. うった(打つ) : 打 , 拍","(16)正解:3解析:网球砸到了正在看比赛的人。
1 . なぐった(殴る):殴打,打,揍                             2. うつった(映る) : 映 射
3 . あたった(当たる):撞上,碰上                             4. うった(打つ) : 打 , 拍",1,16,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,17,17,必要がないものを買う のは、お金の (         )だ。,,,苦手,無駄,貧乏,不用,2,"(17)正解:2解析:买不必要的东西就是浪费钱。
1.苦手:不善于,不擅长                                        2.無駄:浪费；徒劳
3.貧乏:贫穷                                                 4.不用:不用,无用；不需要,没用","(17)正解:2解析:买不必要的东西就是浪费钱。
1.苦手:不善于,不擅长                                        2.無駄:浪费；徒劳
3.貧乏:贫穷                                                 4.不用:不用,无用；不需要,没用",1,17,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,18,18,今回は三日間の旅行であまり時間がないが、()多くの寺に行きたい。,,,うっかり,たいてい,そっと,なるべく,4,"(18)正解:4解析:这次的三日游虽然没有太多时间,但还是想尽量多去几个寺庙。
1. うっかり:心不在焉,发呆                                  2. たいてい (大抵):大抵；大概
3. そっと:悄悄地,轻轻地                                     4. なるべく:尽可能","(18)正解:4解析:这次的三日游虽然没有太多时间,但还是想尽量多去几个寺庙。
1. うっかり:心不在焉,发呆                                  2. たいてい (大抵):大抵；大概
3. そっと:悄悄地,轻轻地                                     4. なるべく:尽可能",1,18,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,19,19,日本に着いた(   )、大学で授業の説明会があった。,,,翌 日,今後,明日,早速,1,"(19)正解:1解析:到了日本的第二天,在大学就有课程的说明会。
1.翌日:第二天                                                 2.今後:今后
3.明日:明天                                                 4.早速:立刻,马上","(19)正解:1解析:到了日本的第二天,在大学就有课程的说明会。
1.翌日:第二天                                                 2.今後:今后
3.明日:明天                                                 4.早速:立刻,马上",1,19,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,20,20,来年は何か新しいことに(  )しようと思っている。,,,オープン,ノック,マ一ク,チャレンジ,4,"(20)正解:4解析:明年想挑战一些新的东西。
1. オ 一 プン:开放；户外                                       2.  ック:敲打,敲门
3 . マーク:记号,符号;商标                                  4. チャレンジ:挑战","(20)正解:4解析:明年想挑战一些新的东西。
1. オ 一 プン:开放；户外                                       2.  ック:敲打,敲门
3 . マーク:记号,符号;商标                                  4. チャレンジ:挑战",1,20,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,21,21,駅前の(        )を安く買った。,,,住所,土地,近所,番地,2,"(21)正解:2解析:便宜地买下了车站前的地皮。
1.住所:住址,地址                                             2.土地:土地；地皮
3.近所:近处；邻居                                             4.番地:门牌(号);地区(号)","(21)正解:2解析:便宜地买下了车站前的地皮。
1.住所:住址,地址                                             2.土地:土地；地皮
3.近所:近处；邻居                                             4.番地:门牌(号);地区(号)",1,21,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,22,22,()電話でお願いした件は、どうなりましたか。,,,これから,このあいだ,ふだん,しばらく,2,"(22)正解:2解析:前几天打电话问的事情怎么样了?
1 . これから:以后;将来                                      2. このあいだ:最近；前几天
3. ふだん:平时,平常                                           4 . しばらく:暂时,不久;半天","(22)正解:2解析:前几天打电话问的事情怎么样了?
1 . これから:以后;将来                                      2. このあいだ:最近；前几天
3. ふだん:平时,平常                                           4 . しばらく:暂时,不久;半天",1,22,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,23,23,みんなの意見が(  )で、一つの意見にすることができません。,,,が らがら,どきどき,ばらばら,ずきずき,3,"(23)正解:3解析:每个人的意见都不一样,不能合并为一个意见。
1. がらがら:轰隆；空荡荡                                       2. どきどき:忐忑不安,七上八下
3. ばらばら:凌乱,分散；不一致                               4. ずきずき:跳痛, 一跳一跳地疼","(23)正解:3解析:每个人的意见都不一样,不能合并为一个意见。
1. がらがら:轰隆；空荡荡                                       2. どきどき:忐忑不安,七上八下
3. ばらばら:凌乱,分散；不一致                               4. ずきずき:跳痛, 一跳一跳地疼",1,23,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,24,24,佐藤さんには、絶対に音楽家になるという強い(   ) があるようだ。,,,満足,将来,努力,意志,4,"(24)正解:4解析:佐藤似乎有成为音乐家的强烈愿望。
1.満 足 : 满 足                                                         2.将来:未来；前途
3.努力:努力,奋勉                                             4.意志:意志,志向","(24)正解:4解析:佐藤似乎有成为音乐家的强烈愿望。
1.満 足 : 满 足                                                         2.将来:未来；前途
3.努力:努力,奋勉                                             4.意志:意志,志向",1,24,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,25,25,山田「仕事が終わりましたので、お先に失礼します。」 田中「(  )。」,,,おまちどおさま,おつかれさま,おかえりなさい,おかげさまで,2,"(25)正解:2解析:山田:我的工作忙完了,先失陪了。
田中:辛苦了。
1. おまちどおさま:让您久等了                                 2. おつかれさま:辛苦了
3. おかえりなさい:你回来了                                   4. おかげさまで:托您的福
問 題  4","(25)正解:2解析:山田:我的工作忙完了,先失陪了。
田中:辛苦了。
1. おまちどおさま:让您久等了                                 2. おつかれさま:辛苦了
3. おかえりなさい:你回来了                                   4. おかげさまで:托您的福
問 題  4",1,25,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,26,26,昨日見た映両は<u>退屈だった。</u>,,,めずらしかった,つまらなかった,おかしかった,おもしろかった,2,"(26)正解:2解析:昨天看的电影真的很无聊。
1. めずらしかった:少见的                                       2. つまらなかった:无聊的
3. おかしかった:奇怪的                                        4. おもしろかった:有趣的","(26)正解:2解析:昨天看的电影真的很无聊。
1. めずらしかった:少见的                                       2. つまらなかった:无聊的
3. おかしかった:奇怪的                                        4. おもしろかった:有趣的",1,26,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,27,27,危険なので絶対に <u>ふれないで</u><u>___</u>くだきい。,,,座 らないで,走らないで,触らないで,休まないで,3,"(27)正解:3解析:很危险,所以请绝对不要碰。
1 . 座らなで:不要坐                                        2.走らないで:不要跑
3.触らないで:不要碰                                         4.休まないで:不要休息","(27)正解:3解析:很危险,所以请绝对不要碰。
1 . 座らなで:不要坐                                        2.走らないで:不要跑
3.触らないで:不要碰                                         4.休まないで:不要休息",1,27,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,28,28,<u>___</u> それはとてもいい機会だと思います。,,,プレゼント,アイディア,パーティー,チ ンス,4,"(28)正解:4解析:我觉得那是一个特别好的机会。
1. プレゼント:礼物                                          2. アイデイ:想法,主意
3. パーティ 一:派对,聚会                                     4. チャンス; 机会,良机","(28)正解:4解析:我觉得那是一个特别好的机会。
1. プレゼント:礼物                                          2. アイデイ:想法,主意
3. パーティ 一:派对,聚会                                     4. チャンス; 机会,良机",1,28,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,29,29,今回の仕事は、いつもよりきつかった。,,,大変だった,簡単だった,楽しかった,長かった,1,"(29)正解:1解析:这回的工作比平常的都困难。
1.大変だった: 不容易,困难                                   2.簡単だった:简単
3.楽しかった:开心                                            4.長かった:长","(29)正解:1解析:这回的工作比平常的都困难。
1.大変だった: 不容易,困难                                   2.簡単だった:简単
3.楽しかった:开心                                            4.長かった:长",1,29,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,30,30,なぜ私のこたえが違うのか、友達の説明を聞いて <u>___</u><u>納得</u><u>___</u>した。,,,少し分かった,とてもよく分かった,もう一度考えた,何度も考えた,2,"(30)正解:2解析:为什么我的回答是错的,在听了朋友的说明之后理解了。
1.少し分かった:稍微懂了                                       2. とてもよく分かった:很明白了
3. もう一度考えた:再次考虑了一次                              4.何度も考えた:考虑了好几次
問題 5","(30)正解:2解析:为什么我的回答是错的,在听了朋友的说明之后理解了。
1.少し分かった:稍微懂了                                       2. とてもよく分かった:很明白了
3. もう一度考えた:再次考虑了一次                              4.何度も考えた:考虑了好几次
問題 5",1,30,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,31,31,集合,,,あしたは駅前に 7時 <u>に集合</u><u>___</u>してください。,短時間に雨が<u>集合</u>してふった  。,この店にはおいしいワインが<u>集合</u>している。,私 の趣味は切手を<u>集合</u>することです。,1,"(31)正解:1解析:集合(しゅうこう):集合
1.明天上午10点前请在车站前集合。                               2.短時間に雨が集合(集中)してふった。
3. この店にはおいしいワインが集合して(集まっで)いる。          4.私の趣味は切手を集合(収集)することです。","(31)正解:1解析:集合(しゅうこう):集合
1.明天上午10点前请在车站前集合。                               2.短時間に雨が集合(集中)してふった。
3. この店にはおいしいワインが集合して(集まっで)いる。          4.私の趣味は切手を集合(収集)することです。",1,31,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,32,32,中古,,,これは<u>中古</u><u>___</u>の卵なので、早く食べたほうがいいですね。,彼女は、子どものころから仲良くしている<u>___</u><u>中古</u><u>___</u>の友達です。,あの店に行けば、 <u>___</u><u>中古</u>のカメラが安く買えますよ。,ここでアルバイトを始めてから 3年なので、私は<u>___</u><u>中古</u><u>___</u>の店員です。,3,"(32)正解:3解析:中古(ちゅうこ):中古,二手
1. これは中古(残った)の卵なので、早く食べたほうがいいですね。
2.彼女は、子どものころから仲良くしている中古 (馴染み)の友達です。
3.去那家店可以买到便宜的二手相机哟。
4. ここでアルバイトを始めてから 3.年なので、私は中古(ベテラン)の店員です。","(32)正解:3解析:中古(ちゅうこ):中古,二手
1. これは中古(残った)の卵なので、早く食べたほうがいいですね。
2.彼女は、子どものころから仲良くしている中古 (馴染み)の友達です。
3.去那家店可以买到便宜的二手相机哟。
4. ここでアルバイトを始めてから 3.年なので、私は中古(ベテラン)の店員です。",1,32,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,33,33,追い抜く,,,マランンで前の人を<u>追い抜く</u><u>___</u>ときに、腕がぶつかってしまった。,この山を<u>追い抜く</u><u>___</u>たら、向こうに海が見えると思います。,この国では二十歳を <u>___</u><u>追い抜く</u><u>___</u> と、もう大人だ。,12時を<u>追い抜く</u> たので、お昼ご飯にしましょう。,1,"(33)正解:1解析:追い抜く(おいぬく):超过,胜过
1.在马拉松比赛中,超过前面的人时撞到了胳膊。
2. この山を追い抜い(超え)たら、向こうに海が見えると思います。
3. この国では二十歳を追い抜く(過ぎる)と、もう大人だ。
4.12 時を追い抜いた(過ぎた)  ので、お昼ご飯にしましょう","(33)正解:1解析:追い抜く(おいぬく):超过,胜过
1.在马拉松比赛中,超过前面的人时撞到了胳膊。
2. この山を追い抜い(超え)たら、向こうに海が見えると思います。
3. この国では二十歳を追い抜く(過ぎる)と、もう大人だ。
4.12 時を追い抜いた(過ぎた)  ので、お昼ご飯にしましょう",1,33,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,34,34,見本,,,今度のスピーチ大会には、  川井さんが学校の<u>見本</u><u>___</u> で出るそうだ。,私の兄は、日本人の<u>___</u><u>見本</u><u>___</u> の身長より10センチくらい高い。,ここに申込書の書き方の<u>見本</u><u>___</u>があるので、参考にしてくだきい。,ギターを弾くのが初めての人は、 <u>___</u><u>見本</u><u>___</u>から教えてもらえます。,3,"(34)正解:3解析:見本(みほん):样品,样本；典型,榜样
1.今度のスピ一千大会は、川井さんが学校の見本(代表)で出るそうだ
2.私の兄は、日本人の見本(平均)の身長より 10 センチくらい高い。
3.这个是填写申请表的示例,请参考。
4. ギターを弾くのが初めての人は、見本(基礎)から教えてもらえます。","(34)正解:3解析:見本(みほん):样品,样本；典型,榜样
1.今度のスピ一千大会は、川井さんが学校の見本(代表)で出るそうだ
2.私の兄は、日本人の見本(平均)の身長より 10 センチくらい高い。
3.这个是填写申请表的示例,请参考。
4. ギターを弾くのが初めての人は、見本(基礎)から教えてもらえます。",1,34,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,35,35,だるい,,,このスープは味が <u>___</u><u>だるい</u><u>___</u>から、塩を足したほうがいい。,ダイエットをしたら、スカートがだ <u>るいなっ</u> た。,レポートが終わったら少し <u>だるい</u><u>___</u>したい。,体が<u>___</u><u>だるい</u>て起きられない。,4,"(35)正解:4解析:だるい:发倦,发酸,懒倦,慵懒
1. このスープは味がだるい(薄い)から、塩を足したほうがいい。
2.ダイエットをしたら、スカートがだるく(ゆるく)なった。
3. レポートが終わったら少しだるく(リラックス/ゆっくり)したい。
4.身体发酸起不来。
問题6","(35)正解:4解析:だるい:发倦,发酸,懒倦,慵懒
1. このスープは味がだるい(薄い)から、塩を足したほうがいい。
2.ダイエットをしたら、スカートがだるく(ゆるく)なった。
3. レポートが終わったら少しだるく(リラックス/ゆっくり)したい。
4.身体发酸起不来。
問题6",1,35,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,36,36,母は、留学している兄と久しぶりに電話で話して、とてもうれしそうな顔( )していた。,,,へ,が,を,の,3,"(36)正解:3译文:母亲和留学的哥哥久违地打了电话,露出了十分开心的神色。
「颜をする」固定用法,露出什么样的神色,其他为干扰项。","(36)正解:3译文:母亲和留学的哥哥久违地打了电话,露出了十分开心的神色。
「颜をする」固定用法,露出什么样的神色,其他为干扰项。",1,36,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,37,37,長い間建設中だった ABC ビルが、 昨日(  )完成した。,,,ず っと,今にも,次第に,ついに,4,"(37)正解:4译文:长期处于建设中的ABC 楼,昨天终于建成了。
1.ずっと:一直。   2.今にも:马上,不久,眼看。     3.次第に:逐渐地,慢慢地。       4. ついに:最终,终于。 根据选项意思可排除其他选项,答案选4。","(37)正解:4译文:长期处于建设中的ABC 楼,昨天终于建成了。
1.ずっと:一直。   2.今にも:马上,不久,眼看。     3.次第に:逐渐地,慢慢地。       4. ついに:最终,终于。 根据选项意思可排除其他选项,答案选4。",1,37,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,38,38,店長「ありがとうごさいます。お願いします。」,,,でなら,からなら,へでも,まででも,2,"(38)正解:2译文:店长:大下,有点突然不好意思,请问明天可以来上班吗?
大下:如果是下午能去的话,那样也没问题吗?
店长:感谢,那就拜托了。
要点:~からなら表假定,从.....开始的话。","(38)正解:2译文:店长:大下,有点突然不好意思,请问明天可以来上班吗?
大下:如果是下午能去的话,那样也没问题吗?
店长:感谢,那就拜托了。
要点:~からなら表假定,从.....开始的话。",1,38,,Word人工校对,"word,manual-reviewed",0
n3-2021-12,N3 2021-12 模拟测验,N3,2021,12,vocabulary_grammar,文字・語彙・文法,,39,39,音楽会は、あすの11時からさくら広場(   )開かれます。,,,に対して,によって,について,において,4,"(39)正解:4译文:音乐会是明天11点在樱花广场举行。
要点:  において表示动作进行的场所。","(39)正解:4译文:音乐会是明天11点在樱花广场举行。
要点:  において表示动作进行的场所。",1,39,,Word人工校对,"word,manual-reviewed",0
